"KundenadressePLZ","Ort","Land","Sum(Totalbetrag)","adresse","coordinate","latitude","longitude"
4655,"Rohr b. Olten","Schweiz",6098.400000000003,"4655 Rohr b. Olten, Schweiz","47.41043 7.953130000000001",47.41043,7.953130000000001
4656,"Starrkirch-Wil","Schweiz",2213.1,"4656 Starrkirch-Wil, Schweiz","47.3444581 7.9266112",47.3444581,7.9266112
4657,"Dulliken","Schweiz",4284.1,"4657 Dulliken, Schweiz","47.3454398 7.9479082",47.3454398,7.9479082
4658,"Däniken SO","Schweiz",15268.7,"4658 Däniken SO, Schweiz","47.3548887 7.982187199999999",47.3548887,7.982187199999999
4663,"Aarburg","Schweiz",7015.85,"4663 Aarburg, Schweiz","47.3205914 7.9066923",47.3205914,7.9066923
4665,"Oftringen","Schweiz",18982.300000000003,"4665 Oftringen, Schweiz","47.31647460000001 7.939797599999999",47.31647460000001,7.939797599999999
4702,"Oensingen","Schweiz",9998.999999999995,"4702 Oensingen, Schweiz","47.2923526 7.7176406",47.2923526,7.7176406
4703,"Kestenholz","Schweiz",6390.0999999999985,"4703 Kestenholz, Schweiz","47.2803179 7.7501915",47.2803179,7.7501915
4704,"Wolfisberg","Schweiz",7530.349999999996,"4704 Wolfisberg, Schweiz","47.2727601 7.6612678",47.2727601,7.6612678
4710,"Balsthal","Schweiz",7402.949999999998,"4710 Balsthal, Schweiz","47.3132496 7.6994293",47.3132496,7.6994293
4712,"Laupersdorf","Schweiz",4541.900000000002,"4712 Laupersdorf, Schweiz","47.3164003 7.652521500000001",47.3164003,7.652521500000001
4713,"Matzendorf","Schweiz",4678.699999999998,"4713 Matzendorf, Schweiz","47.30830599999999 7.6264821",47.30830599999999,7.6264821
4714,"Aedermannsdorf","Schweiz",1537.25,"4714 Aedermannsdorf, Schweiz","47.3098669 7.603053900000001",47.3098669,7.603053900000001
4715,"Herbetswil","Schweiz",1669.0,"4715 Herbetswil, Schweiz","47.2921003 7.5744759",47.2921003,7.5744759
4716,"Gänsbrunnen","Schweiz",2728.0,"4716 Gänsbrunnen, Schweiz","47.2774078 7.499198599999999",47.2774078,7.499198599999999
4717,"Mümliswil","Schweiz",7046.100000000002,"4717 Mümliswil, Schweiz","47.3571309 7.705361799999999",47.3571309,7.705361799999999
4718,"Holderbank SO","Schweiz",1315.65,"4718 Holderbank SO, Schweiz","47.3301917 7.739896099999999",47.3301917,7.739896099999999
4719,"Ramiswil","Schweiz",189.2,"4719 Ramiswil, Schweiz","47.3457375 7.658475900000001",47.3457375,7.658475900000001
4800,"Zofingen","Schweiz",16394.949999999993,"4800 Zofingen, Schweiz","47.28588860000001 7.955228599999999",47.28588860000001,7.955228599999999
4802,"Strengelbach","Schweiz",4249.949999999998,"4802 Strengelbach, Schweiz","47.27907769999999 7.9290323",47.27907769999999,7.9290323
4803,"Vordemwald","Schweiz",2680.6,"4803 Vordemwald, Schweiz","47.2706747 7.8910541",47.2706747,7.8910541
4805,"Brittnau","Schweiz",8366.8,"4805 Brittnau, Schweiz","47.2585905 7.9236166",47.2585905,7.9236166
4806,"Wikon","Schweiz",4110.75,"4806 Wikon, Schweiz","47.2631648 7.9638448",47.2631648,7.9638448
4812,"Mühlethal","Schweiz",1019.7,"4812 Mühlethal, Schweiz","47.302774 7.979168",47.302774,7.979168
4813,"Uerkheim","Schweiz",3535.5499999999984,"4813 Uerkheim, Schweiz","47.3018915 8.007749600000002",47.3018915,8.007749600000002
4814,"Bottenwil","Schweiz",789.7,"4814 Bottenwil, Schweiz","47.2857941 8.0065335",47.2857941,8.0065335
4852,"Rothrist","Schweiz",30203.750000000047,"4852 Rothrist, Schweiz","47.30043149999999 7.8873473",47.30043149999999,7.8873473
4853,"Riken AG","Schweiz",4937.65,"4853 Riken AG, Schweiz","47.27662189999999 7.849821599999999",47.27662189999999,7.849821599999999
4856,"Glashütten","Schweiz",529.6500000000001,"4856 Glashütten, Schweiz","47.2577279 7.8453889",47.2577279,7.8453889
4900,"Langenthal","Schweiz",12778.200000000004,"4900 Langenthal, Schweiz","47.2120786 7.790562299999999",47.2120786,7.790562299999999
4901,,,396.0,,,,
4911,"Schwarzhäusern","Schweiz",3662.949999999999,"4911 Schwarzhäusern, Schweiz","47.2594262 7.768367099999999",47.2594262,7.768367099999999
4912,"Aarwangen","Schweiz",6652.400000000003,"4912 Aarwangen, Schweiz","47.2377902 7.7708422",47.2377902,7.7708422
4913,"Bannwil","Schweiz",775.8499999999999,"4913 Bannwil, Schweiz","47.232873 7.725324599999999",47.232873,7.725324599999999
4914,"Roggwil BE","Schweiz",4023.3999999999996,"4914 Roggwil BE, Schweiz","47.2361376 7.8216909",47.2361376,7.8216909
4915,"St. Urban","Schweiz",5294.499999999998,"4915 St. Urban, Schweiz","47.229195 7.842476100000001",47.229195,7.842476100000001
4917,"Busswil b. Melchnau","Schweiz",1383.2000000000003,"4917 Busswil b. Melchnau, Schweiz","47.18583719999999 7.8316284",47.18583719999999,7.8316284
4919,"Reisiswil","Schweiz",17.95,"4919 Reisiswil, Schweiz","47.1636799 7.840490299999999",47.1636799,7.840490299999999
4922,"Thunstetten","Schweiz",10820.75,"4922 Thunstetten, Schweiz","47.216206 7.7485408",47.216206,7.7485408
4923,"Wynau","Schweiz",2987.2,"4923 Wynau, Schweiz","47.2570286 7.803546099999998",47.2570286,7.803546099999998
4924,"Obersteckholz","Schweiz",126.85,"4924 Obersteckholz, Schweiz","47.2038102 7.827705300000001",47.2038102,7.827705300000001
4932,"Gutenburg","Schweiz",5083.55,"4932 Gutenburg, Schweiz","47.183333 7.8",47.183333,7.8
4933,"Rütschelen","Schweiz",1162.2499999999998,"4933 Rütschelen, Schweiz","47.1732918 7.771625599999999",47.1732918,7.771625599999999
4934,"Madiswil","Schweiz",3734.3999999999996,"4934 Madiswil, Schweiz","47.16543 7.798559999999999",47.16543,7.798559999999999
4935,"Leimiswil","Schweiz",820.4000000000001,"4935 Leimiswil, Schweiz","47.16543 7.798559999999999",47.16543,7.798559999999999
4936,"Kleindietwil","Schweiz",397.4,"4936 Kleindietwil, Schweiz","47.14628 7.7899719",47.14628,7.7899719
4937,"Ursenbach","Schweiz",1869.9500000000003,"4937 Ursenbach, Schweiz","47.1317801 7.7691923",47.1317801,7.7691923
4938,"Rohrbachgraben","Schweiz",3596.55,"4938 Rohrbachgraben, Schweiz","47.1197698 7.8015921",47.1197698,7.8015921
4942,"Walterswil BE","Schweiz",6535.049999999996,"4942 Walterswil BE, Schweiz","47.1021245 7.7729671",47.1021245,7.7729671
4943,"Oeschenbach","Schweiz",815.9,"4943 Oeschenbach, Schweiz","47.1145361 7.7528802",47.1145361,7.7528802
4944,"Auswil","Schweiz",37.8,"4944 Auswil, Schweiz","47.1366103 7.841953199999999",47.1366103,7.841953199999999
4950,"Huttwil","Schweiz",9266.700000000003,"4950 Huttwil, Schweiz","47.1061468 7.857353000000001",47.1061468,7.857353000000001
4952,"Eriswil","Schweiz",1471.5,"4952 Eriswil, Schweiz","47.079899 7.850674",47.079899,7.850674
4953,"Schwarzenbach (Huttwil)","Schweiz",39.0,"4953 Schwarzenbach (Huttwil), Schweiz","47.10228000000001 7.82375",47.10228000000001,7.82375
4954,"Wyssachen","Schweiz",4235.45,"4954 Wyssachen, Schweiz","47.0692994 7.823384099999999",47.0692994,7.823384099999999
4955,"Gondiswil","Schweiz",414.6,"4955 Gondiswil, Schweiz","47.1446233 7.8680093",47.1446233,7.8680093
5000,"Aarau","Schweiz",28493.949999999997,"5000 Aarau, Schweiz","47.3879577 8.044136",47.3879577,8.044136
5001,,,208.9,,,,
5004,"Aarau","Schweiz",2403.4500000000007,"5004 Aarau, Schweiz","47.40030729999999 8.0612079",47.40030729999999,8.0612079
5012,"Eppenberg","Schweiz",17552.05,"5012 Eppenberg, Schweiz","47.3759858 8.0238616",47.3759858,8.0238616
5013,"Niedergösgen","Schweiz",16327.299999999997,"5013 Niedergösgen, Schweiz","47.3727746 7.9796306",47.3727746,7.9796306
5014,"Gretzenbach","Schweiz",8264.35,"5014 Gretzenbach, Schweiz","47.3544263 7.995518799999999",47.3544263,7.995518799999999
5015,"Erlinsbach SO","Schweiz",6955.850000000001,"5015 Erlinsbach SO, Schweiz","47.4009409 7.999605099999999",47.4009409,7.999605099999999
5018,"Erlinsbach","Schweiz",10550.599999999993,"5018 Erlinsbach, Schweiz","47.4067819 8.0111999",47.4067819,8.0111999
5022,"Rombach","Schweiz",3143.149999999999,"5022 Rombach, Schweiz","47.403278 8.0330005",47.403278,8.0330005
5023,"Biberstein","Schweiz",10661.649999999998,"5023 Biberstein, Schweiz","47.4170712 8.0855914",47.4170712,8.0855914
5024,"Küttigen","Schweiz",10380.149999999992,"5024 Küttigen, Schweiz","47.4274549 8.0432782",47.4274549,8.0432782
5025,"Asp","Schweiz",1607.15,"5025 Asp, Schweiz","47.4435887 8.0492781",47.4435887,8.0492781
5026,"Densbüren","Schweiz",618.8000000000001,"5026 Densbüren, Schweiz","47.45563689999999 8.0633576",47.45563689999999,8.0633576
5027,"Herznach","Schweiz",3603.449999999999,"5027 Herznach, Schweiz","47.4742592 8.0506391",47.4742592,8.0506391
5028,"Ueken","Schweiz",2526.4,"5028 Ueken, Schweiz","47.4841288 8.0442577",47.4841288,8.0442577
5032,"Aarau Rohr","Schweiz",6359.749999999999,"5032 Aarau Rohr, Schweiz","47.390434 8.0457015",47.390434,8.0457015
5033,"Buchs AG","Schweiz",6956.800000000001,"5033 Buchs AG, Schweiz","47.3924919 8.084618200000001",47.3924919,8.084618200000001
5034,"Suhr","Schweiz",11911.549999999996,"5034 Suhr, Schweiz","47.3749586 8.088665299999999",47.3749586,8.088665299999999
5035,"Unterentfelden","Schweiz",5795.399999999999,"5035 Unterentfelden, Schweiz","47.37084309999999 8.042295",47.37084309999999,8.042295
5036,"Oberentfelden","Schweiz",8804.899999999998,"5036 Oberentfelden, Schweiz","47.3564731 8.0467514",47.3564731,8.0467514
5037,"Muhen","Schweiz",7433.499999999997,"5037 Muhen, Schweiz","47.3371722 8.0658539",47.3371722,8.0658539
5040,"Schöftland","Schweiz",11805.950000000008,"5040 Schöftland, Schweiz","47.30601919999999 8.053993499999999",47.30601919999999,8.053993499999999
5042,"Hirschthal","Schweiz",2494.8500000000004,"5042 Hirschthal, Schweiz","47.3148342 8.068528299999999",47.3148342,8.068528299999999
5043,"Holziken","Schweiz",701.6999999999998,"5043 Holziken, Schweiz","47.3173282 8.0331485",47.3173282,8.0331485
5044,"Schlossrued","Schweiz",1282.2500000000002,"5044 Schlossrued, Schweiz","47.2855978 8.099298",47.2855978,8.099298
5046,"Schmiedrued","Schweiz",5595.599999999997,"5046 Schmiedrued, Schweiz","47.26548220000001 8.1055792",47.26548220000001,8.1055792
5053,"Wittwil","Schweiz",4252.9,"5053 Wittwil, Schweiz","47.2907932 8.037694199999999",47.2907932,8.037694199999999
5054,"Kirchleerau","Schweiz",4118.15,"5054 Kirchleerau, Schweiz","47.27383 8.06632",47.27383,8.06632
5056,"Attelwil","Schweiz",386.95,"5056 Attelwil, Schweiz","47.262211 8.04757",47.262211,8.04757
5057,"Reitnau","Schweiz",7648.349999999997,"5057 Reitnau, Schweiz","47.250371 8.0412113",47.250371,8.0412113
5058,"Wiliberg","Schweiz",11.9,"5058 Wiliberg, Schweiz","47.2679996 8.017692",47.2679996,8.017692
5062,"Oberhof","Schweiz",637.9499999999999,"5062 Oberhof, Schweiz","47.43962 8.010523000000001",47.43962,8.010523000000001
5063,"Wölflinswil","Schweiz",946.0,"5063 Wölflinswil, Schweiz","47.460628 7.9923183",47.460628,7.9923183
5064,"Wittnau","Schweiz",2711.7000000000003,"5064 Wittnau, Schweiz","47.4824671 7.9622572",47.4824671,7.9622572
5070,"Frick","Schweiz",8810.599999999993,"5070 Frick, Schweiz","47.5082066 8.0178304",47.5082066,8.0178304
5072,"Oeschgen","Schweiz",1046.3,"5072 Oeschgen, Schweiz","47.5253673 8.0196605",47.5253673,8.0196605
5073,"Gipf-Oberfrick","Schweiz",7826.7,"5073 Gipf-Oberfrick, Schweiz","47.5001816 7.991391399999999",47.5001816,7.991391399999999
5074,"Eiken","Schweiz",6220.95,"5074 Eiken, Schweiz","47.53976549999999 7.9904589",47.53976549999999,7.9904589
5075,"Hornussen","Schweiz",1494.5,"5075 Hornussen, Schweiz","47.5048684 8.065268699999999",47.5048684,8.065268699999999
5076,"Bözen","Schweiz",1698.3500000000004,"5076 Bözen, Schweiz","47.4961396 8.0839609",47.4961396,8.0839609
5077,"Elfingen","Schweiz",2406.7500000000005,"5077 Elfingen, Schweiz","47.512033 8.1036334",47.512033,8.1036334
5078,"Effingen","Schweiz",2140.5,"5078 Effingen, Schweiz","47.49182769999999 8.109965299999999",47.49182769999999,8.109965299999999
5079,"Zeihen","Schweiz",4857.499999999999,"5079 Zeihen, Schweiz","47.4706832 8.0948461",47.4706832,8.0948461
5080,"Laufenburg","Schweiz",7491.599999999999,"5080 Laufenburg, Schweiz","47.5596648 8.058275799999999",47.5596648,8.058275799999999
5082,"Kaisten","Schweiz",7554.049999999999,"5082 Kaisten, Schweiz","47.53560179999999 8.0497939",47.53560179999999,8.0497939
5084,"Rheinsulz","Schweiz",748.0,"5084 Rheinsulz, Schweiz","47.5502541 8.0872835",47.5502541,8.0872835
