"ID";"Name";"Strasse";"PLZ";"Ort";"Adresse";"coordinate";"latitude";"longitude"
257;"LANDI Sarganserland AG";"Lochrietstrasse 22";8890;"Flums";"Lochrietstrasse 22, Flums, Switzerland";"47.0965794 9.3540726";47.0965794;9.3540726
258;"LANDI Bonstetten";"Burgwies 1-3";8906;"Bonstetten";"Burgwies 1-3, Bonstetten, Switzerland";"47.3152085 8.4683388";47.3152085;8.4683388
259;"Landimärt";"Muristrasse 2";8912;"Obfelden";"Muristrasse 2, Obfelden, Switzerland";"47.2702383 8.4307187";47.2702383;8.4307187
260;"LANDI Albis";"Untere Bahnhofstrasse 20";8932;"Mettmenstetten";"Untere Bahnhofstrasse 20, Mettmenstetten, Switzerland";"47.245392 8.4572839";47.245392;8.4572839
261;"LANDI Furt- und Limmattal Genossenschaft";"Schöneggstrasse 47";8953;"Dietikon";"Schöneggstrasse 47, Dietikon, Switzerland";"47.4002458 8.4079549";47.4002458;8.4079549
262;"LANDI Freiamt";"Allmend 5";8967;"Widen";"Allmend 5, Widen, Switzerland";"47.36805270000001 8.3655713";47.36805270000001;8.3655713
263;"LANDI Appenzell AG";"Mettlenstrasse 10";9050;"Appenzell";"Mettlenstrasse 10, Appenzell, Switzerland";"47.334959 9.4046246";47.334959;9.4046246
264;"LANDI Säntis AG";"Landhausstrasse 6";9053;"Teufen";"Landhausstrasse 6, Teufen, Switzerland";"47.3885938 9.393064";47.3885938;9.393064
265;"LANDI Säntis AG";"St. Gallerstr. 25";9100;"Herisau";"St. Gallerstr. 25, Herisau, Switzerland";"47.3918084 9.2763089";47.3918084;9.2763089
266;"LANDI Säntis AG";"Hauptstrasse 10";9105;"Schönengrund";"Hauptstrasse 10, Schönengrund, Switzerland";"47.3277562 9.2216395";47.3277562;9.2216395
267;"LANDI Säntis AG";"Herisauerstrasse 28";9107;"Urnäsch";"Herisauerstrasse 28, Urnäsch, Switzerland";"47.3196381 9.2868791";47.3196381;9.2868791
268;"LANDI Fürstenland AG";"Bahnhofstrasse 22";9200;"Gossau";"Bahnhofstrasse 22, Gossau, Switzerland";"47.4144997 9.251659";47.4144997;9.251659
269;"LANDI Mittelthurgau";"Käsereistr. 2";9217;"Neukirch an der Thur";"Käsereistr. 2, Neukirch an der Thur, Switzerland";"47.5104962 9.1724818";47.5104962;9.1724818
270;"LANDI Oberthurgau AG";"Ibergstrasse 26";9220;"Bischofszell";"Ibergstrasse 26, Bischofszell, Switzerland";"47.5017953 9.2385659";47.5017953;9.2385659
271;"LANDI Thur AG";"Niederuzwilerstrasse";9240;"Niederglatt SG";"Niederuzwilerstrasse, Niederglatt SG, Switzerland";"47.4181666 9.167562499999999";47.4181666;9.167562499999999
272;"LANDI Oberbüren AG";"Sandackerstrasse 24";9245;"Oberbüren";"Sandackerstrasse 24, Oberbüren, Switzerland";"47.4503317 9.1556994";47.4503317;9.1556994
273;"LANDI Fürstenland AG";"Erlackerstrasse 14";9300;"Wittenbach";"Erlackerstrasse 14, Wittenbach, Switzerland";"47.4596154 9.3854549";47.4596154;9.3854549
274;"LANDI Oberthurgau AG";"Im Pünt 2 / Steineloh";9320;"Frasnacht";"Im Pünt 2 / Steineloh, Frasnacht, Switzerland";"47.5223337 9.399561799999999";47.5223337;9.399561799999999
275;"LANDI Goldach-Mörschwil";"St.Gallerstrasse 17";9402;"Mörschwil";"St.Gallerstrasse 17, Mörschwil, Switzerland";"47.46671749999999 9.4211527";47.46671749999999;9.4211527
276;"LANDI Goldach-Mörschwil";"Sulzstrasse 21";9403;"Goldach";"Sulzstrasse 21, Goldach, Switzerland";"47.4734166 9.468741699999999";47.4734166;9.468741699999999
277;"LANDI St. Margrethen AG";"Industriestrasse 43";9430;"St. Margrethen";"Industriestrasse 43, St. Margrethen, Switzerland";"47.4478282 9.6498837";47.4478282;9.6498837
278;"LANDI Oberrheintal Genossenschaft";"Oberrieterstrasse 87";9450;"Altstätten";"Oberrieterstrasse 87, Altstätten, Switzerland";"47.363372 9.5558935";47.363372;9.5558935
279;"LANDI Buchs AG";"Mühleäulistrasse 1";9470;"Buchs";"Mühleäulistrasse 1, Buchs, Switzerland";"47.1649409 9.4793082";47.1649409;9.4793082
280;"LANDI Wartau Genossenschaft";"Fährhüttenstr. 9";9477;"Trübbach";"Fährhüttenstr. 9, Trübbach, Switzerland";"47.09181 9.47739";47.09181;9.47739
281;"LANDI Thur AG";"Churfirstenstrasse 3";9500;"Wil";"Churfirstenstrasse 3, Wil, Switzerland";"47.461935 9.0446773";47.461935;9.0446773
282;"LANDI Thur AG";"Henauerstrasse";9524;"Zuzwil";"Henauerstrasse, Zuzwil, Switzerland";"47.463724 9.1138332";47.463724;9.1138332
283;"LANDI Kirchberg";"Hausenstrasse 4";9533;"Kirchberg SG";"Hausenstrasse 4, Kirchberg SG, Switzerland";"47.4111586 9.040859200000002";47.4111586;9.040859200000002
284;"LANDI Matzingen Genossenschaft";"St. Gallerstrasse 50";9548;"Matzingen";"St. Gallerstrasse 50, Matzingen, Switzerland";"47.5145451 8.9364765";47.5145451;8.9364765
285;"LANDI Oberthurgau AG";"Hauptstrasse 30";9562;"Märwil";"Hauptstrasse 30, Märwil, Switzerland";"47.5329088 9.0661948";47.5329088;9.0661948
286;"LANDI Bütschwil AG";"Adlerweg 31";9606;"Bütschwil";"Adlerweg 31, Bütschwil, Switzerland";"47.3618479 9.070199299999999";47.3618479;9.070199299999999
287;"LANDI Bütschwil AG";"Bütschwilerstrasse 1";9607;"Mosnang";"Bütschwilerstrasse 1, Mosnang, Switzerland";"47.3625598 9.0407818";47.3625598;9.0407818
288;"LANDI Ganterschwil-Lütisburg";"Toggenburgerstrasse 5";9608;"Ganterschwil";"Toggenburgerstrasse 5, Ganterschwil, Switzerland";"47.3806896 9.0890276";47.3806896;9.0890276
289;"LANDI Wattwil AG";"Floozstrasse 7";9630;"Wattwil";"Floozstrasse 7, Wattwil, Switzerland";"47.3154408 9.0837945";47.3154408;9.0837945
290;"LANDI Nesslau Genossenschaft";"Toggenburgerstrasse 40";9652;"Neu St. Johann";"Toggenburgerstrasse 40, Neu St. Johann, Switzerland";"47.232065 9.190840999999999";47.232065;9.190840999999999
;"06:30 - 18:30";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"07:30 - 11:45";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"08:00 - 12:00";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"08:00 - 18:30";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"08:00 - 19:00";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"09:00 - 18:30";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"13:00 - 18:00";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"13:30 - 17:30";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"13:30 - 18:00";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
;"13:30 - 18:30";;;;", , Switzerland";"46.818188 8.227511999999999";46.818188;8.227511999999999
